"Pred","Truth","Type","Convergence","sim","EM","OM"
21.4936768494621,25.2127870919706,"Tier 3 HCR Catch","Converged",24,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",25,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",25,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
129.036712127747,104.383281743258,"Bmsy","Converged",25,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.142211517132922,0.147594980706798,"Fmsy","Converged",25,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
10.8920301485771,17.28778,"R0","Converged",25,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.097009477455915,0.108,"M_F","Converged",25,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.097009477455915,0.108,"M_M","Converged",25,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
3.9970894772221,9.45745712612212,"Tier 3 HCR Catch","Converged",25,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",26,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",26,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
101.540337684387,104.383281743258,"Bmsy","Converged",26,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.154201876536452,0.147594980706798,"Fmsy","Converged",26,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
19.0963353621745,17.28778,"R0","Converged",26,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.112351604608028,0.108,"M_F","Converged",26,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.112351604608028,0.108,"M_M","Converged",26,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
19.1380283683249,14.4565336804538,"Tier 3 HCR Catch","Converged",26,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",27,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",27,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
182.080464559688,104.383281743258,"Bmsy","Converged",27,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.127940077906917,0.147594980706798,"Fmsy","Converged",27,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
9.4992225640557,17.28778,"R0","Converged",27,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.0751352268831633,0.108,"M_F","Converged",27,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.0751352268831633,0.108,"M_M","Converged",27,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
1.34308987296129,7.45565780298562,"Tier 3 HCR Catch","Converged",27,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",28,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",28,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
145.391731370432,104.383281743258,"Bmsy","Converged",28,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.138141258480949,0.147594980706798,"Fmsy","Converged",28,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
13.6411054677531,17.28778,"R0","Converged",28,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.0883239906665653,0.108,"M_F","Converged",28,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.0883239906665653,0.108,"M_M","Converged",28,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
5.38788658925353,12.5232789974027,"Tier 3 HCR Catch","Converged",28,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",29,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",29,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
117.387778536599,104.383281743258,"Bmsy","Converged",29,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.147692213862949,0.147594980706798,"Fmsy","Converged",29,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
